promotion_id,description,description_en,bad
1NWLCCplgi3Y2ehaVrZIuSOzu50lmY,"สั่งซื้อขนมจีนปู5ชุด    เหลือชุดละ280บาท


สั่งซื้อขนมจีนปู10ชุด  เหลือชุดละ 270บาท


สั่งซื้อขนมจีนปู20ชุด เหลือชุดละ 250บาท","Order 5 sets of crab noodles Only 280 baht per set left.


Order 10 sets of crab noodles, remaining 270 baht per set.


Order 20 sets of crab noodles, remaining 250 baht per set.",0
1NWLBEmaGsWmHseMYveIDYC3gVhE7G,,,1
1NWLBcp9SZDb58GIsg5KYnFfNplFrj,,,1
1NWLC9sA9oyGN3zSY0XxZLM7PfLaCe,ลาบทูน่ารสชาดจัดจ้านกำลังดี ที่เสริฟมาพร้อมข้าวสวยร้อนๆ และสมูทตี้แตงโมหวานเย็นชื่นใจ ในราคาเพียง 285.- จากปกติ 350บาท ที่สำคัญมี Soup of The day ฟรีอีกด้วย,"Spicy tuna salad with just the right amount of flavor. It is served with hot steamed rice. and a sweet and refreshing watermelon smoothie for only 285.- from the normal price of 350 baht. Most importantly, there is free Soup of The Day as well.",1
1NWLB6sE7qCGHBNgmbvicxK94JRGIs,,,0
1NWLCwuic2YrSaOhydjKszYHRXwLPj,"อยากไปทานอาหารที่ cielo


","I want to eat at Cielo.


",1
1NWLBOnfrMXIb5gmhVJex7XjLeCsYH,โปรโมชั่นเพียงถ่ายรูปคู่กับกุ้งมังกรแล้วโพสเช็คอินที่เพจรวมถึงกดlikeกดแชร์รับไปเลยจร้า กุ้งมังกร!!!!,"Promotion, just take a photo with the lobster and post the check-in on the page, as well as press ""Like"" and ""Share"" to receive it. lobster!!!!",0
1NWL9wEVp3jdzOILb4livzOQtdFK5R,เพียง add Line เป็นเพื่อนกับทางร้าน รับไปเลยโปรโมชั่น พิซซ่าถาดกลาง ราคาพิเศษ 95 บาท มีให้เลือก 3 สไตล์ ทั้ง ลานนา ฮาวายเอี่ยน และผักโขมชีส (เฉพาะ เสาร์-อาทิตย์),"Just add Line to be friends with the shop. Get it now. Promotion. Medium pizza, special price 95 baht, available in 3 styles: Lanna, Hawaiian, and spinach and cheese (only Saturday-Sunday)",0
1NWLCDi630E8pSMWztNNi0mCnSLpm7,แค่เพียงบอกแม่ค้าหรือพ่อค้าว่าเห็นมาจากWongnai รับส่วนลดไปเลยชิ้นละ5บาท,Just tell the seller or merchant that you saw it from Wongnai. Get a discount of 5 baht per piece.,1
1NWLBmbJ3KIKNsdvDMrBRFYRWhXOE1,รับส่วนลด10%เมื่อทานในร้าน,Receive a 10% discount when eating in the restaurant.,0
1NWLCNQR4LWtqrWiR9hOwRzHGCtjvs,เบอร์เกอร์หมูคุโรบุตะ และ เบอร์เกอร์เนื้อแองกัส ขนมปังกรอบนอก นุ่มใน ชิ้นเนื้อเบอร์เกอร์นุ่มเด้ง อร่อยฟินทุกคำที่กัด ร้าน IX Cafe’ หมู่บ้านเดอเฟ็คพาร์คบางบัวทอง ลด50% ท้าให้ลอง โทร 0631408789,"Kurobuta Pork Burger and Angus Beef Burger The bread is crispy on the outside and soft on the inside. The burger patties are soft and bouncy. Every bite is delicious. IX Cafe', Defect Park Village, Bang Bua Thong, 50% discount. Dare you to try. Call 0631408789.",0
1NWLBlfTmpLGayiok9gyc4norpHRrv,ซื้อครบ 100 บาท แถมฟรี 10 บาท,Buy 100 baht and get 10 baht free.,0
1NWLAA0FAJurX9gbBiMgSxsOHiNTPk,อาหารชุด ซี ราคา 499 บาท ลดจากราคา 550 บาท เหมาะสำหรับ 3-4ท่าน,"Set Meal C is priced at 499 baht, reduced from 550 baht, suitable for 3-4 people.",0
1NWLBEt86rDwPAlPRVSmKJO1zsjqC0,"โปรโมชั่นพิเศษ ""LADY POWER"" สำหรับเดือนนี้


เราจึงเอาใจคุณผู้หญิง ด้วยการมอบส่วนลด 20-50% ในแต่ละเมนูที่เลือกแล้วว่า ""โดนๆ!!!"" ทั้งนั้น!!!! 😙😗😚 ทั้ง SALMON SASHIMI , EDO SASHIMI SET และเมนูเด็ดประจำร้าน อีกมากมายหลายสิบเมนู อีกทั้งยังนำเอา ""เมนูหัวปลาต้มซีอิ้ว"" มาลด 50% สำหรับผู้ถือบัตร Prestige Member ของเราอีกด้วย!!!","Special promotion ""LADY POWER"" for this month


We therefore please the ladies. By giving a 20-50% discount on each menu that is selected as ""a hit!!!""!!!! 😙😗😚 Both SALMON SASHIMI, EDO SASHIMI SET and the restaurant's delicious menu. Many more, dozens of menus It also brings The ""Fish Head Boiled in Soy Sauce Menu"" comes with a 50% discount for our Prestige Member card holders as well!!!",0
1NWLAIVSucppAGACO1VuWQX8etqIKE,3แถม1 อา-พ เวลา21.00-23.00,Buy 3 get 1 free Sun.-W. time 21.00-23.00,1
1NWLCXc7uKY63J0NNWiWW7fyUY1TMv,"""เต้าฮวยมะพร้าวอ่อน"" ถ้วยละ 35 บาท 3 ถ้วย 100 บาท","""Young Coconut Tao Huay"" 35 baht per cup, 3 cups 100 baht",1
1NWLACwY3WGOcJl4SgoFwwKAdkhWao,ชุดข้าวปั้นเเซลมอน399฿ลดเหลือ299฿,Salmon rice ball set 399฿ reduced to 299฿,0
1NWLB8BFfdzwaSdKZmbGDK1CPBKV52,"เมนูใหม่ตามคำเรียกร้อง กุ้งชุบแป้งทอดหรรษาราคาเพียง 150฿


","New menu according to request Fun fried shrimp, priced at only 150฿


",1
1NWLD2GuHKtxiRL7mnhruxZQaYrMhD,สั่งไส้อั่ว1กก.ฟรี.2ขีด,"Order 1 kg of Sai Oua, get 2 bars free.",0
1NWLCuBWI5kCH2nn6Ea5JyYGkc9reG,,,1
1NWLBNOGZIsX4ubqN8xu3tpLEBXDwD,"TAROTO เสิร์ฟความอร่อยถึงหน้าบ้านคุณ



ฉลองเมนูใหม่ NEW SIZE | NEW PRICE



ฟรี! เมนู G1 มูลค่า 79 บาท



เมื่อซื้อขนมหมวดใดก็ได้ ครบ 3 ถ้วย ผ่าน Line Man","TAROTO serves deliciousness to your doorstep.



Celebrate the new menu NEW SIZE | NEW PRICE



free! Menu G1 valued at 79 baht



When purchasing 3 cups of any category of snacks via Line Man.",0
1NWLCW5JWyntPUXezEY0YyOZdT7PkH,"Wagyu lover?   This deal is for YOU!



Starting at only ฿1,799.- including side dishes  



Upsize to 350gm for just ฿200



Fillet Steak & Rib Eye Steak



Only available in September



_____________________



Hours: 6:00 PM - 11:00 PM



Saturday lunch: 12:15 PM – 3:00 PM



✆ 02-011-1111 or 02-0111-156



  Sukhumvit 24 (next to Emporium and Phrom Phong BTS



For more information please contact



02 011 1111 or dining@compassskyviewhotel.com","Wagyu lover? This deal is for YOU!



Starting at only ฿1,799.- including side dishes



Upsize to 350gm for just ฿200



Fillet Steak & Rib Eye Steak



Only available in September



_____________________



Hours: 6:00 PM - 11:00 PM



Saturday lunch: 12:15 PM – 3:00 PM



✆ 02-011-1111 or 02-0111-156



  Sukhumvit 24 (next to Emporium and Phrom Phong BTS



For more information please contact



02 011 1111 or dining@compassskyviewhotel.com",0
1NWLBCrxXfpo3dLyepnDqg17rooXuN,สำหรับวันแม่ปีนี้ ทางร้านรักเลบุฟเฟ่ต์ทะเลเผา จัดโปรโมชั่น พิเศษ ลด10% และพาแม่และครอบครัวมา มา5จ่ายเพียง4ท่าน ..ฟรีเครื่องดื่ม..พบกับอาหารทะเลสดๆกุ้งเป็นๆปูสดๆ ...ครับท่าน,"For Mother's Day this year The restaurant Rak Lay Grilled Seafood Buffet has a special promotion of 10% off and brings your mother and family. Come 5, pay only 4 people. ..free drinks..meet fresh seafood, live shrimp, fresh crabs ... sir.",0
1NWLAvS20JI9l7R1KUUo9H6sX6cTuv,"Celeb Box



สำหรับของขวัญวันแม่ปีนี้



พรีเมี่ยมป๊อบคอร์น 9 กระปุก ในกล่องกลมสูงดูยิ่งใหญ่อลังการ







จากราคาปกติ 990 บาท พิเศษ 890 บาทเท่านั้น 







","Celeb Box



For this year's Mother's Day gift



9 jars of premium popcorn in a tall, round box that looks grand and spectacular.







From the normal price of 990 baht, special price 890 baht only.







",0
1NWLB0pXK1JPHzQ0ztkyPB4LWp8DQF,"มาฉลอง #วันแม่ ปีนี้กับโปรโมชั่น #MomEatFree เมื่อมาทานอาหาร 4 ท่านขึ้น คุณแม่ทานฟรี! พร้อมคัพเค้กวันแม่และเครื่องดื่มต้อนรับสำหรับคุณแม่ 



*** หมายเหตุใช้ได้เฉพาะวันที่ 12 ส.ค 61  เท่านั้นนะคะ***","Come celebrate #Mother'sDay this year with the #MomEatFree promotion. When 4 or more people come to eat, mom eats for free! With Mother's Day cupcakes and welcome drinks for moms.



***Note: Can be used only on 12 August 2018***",0
1NWLAtJBW10WmefUlMxLdU0wovlZiv,โปรโมชั่นหน้าหนาว. เบียร์ 3. ขวด. ฟรี. 1. ขวด.,Winter promotion. 3. bottles of beer. Free. 1. bottles.,1
1NWLAzYbEiIkT4rRwgFlbDezdlvVkC,"Special Promotion มา 4 จ่าย 2 ลดสูงสุด 50% ที่ ห้องอาหารเอเทรียม



สำหรับ มื้อเย็น วันศุกร์ – เสาร์   2,500 บาทถ้วน (รวมชา กาแฟ ไม่รวม น้ำเปล่าและน้ำอัดลม)  พบกับอาหารพิเศษ :  ขาแกะอบ เนื้อพาร์มริบออสเตรเลียนอบ กั้ง ขาปูยักษ์ ปูม้า ปูทะเล ปลาแซลมอน  หอยแมลงภู่นิวซีแลนด์ หอยนางรมนำเข้า และอื่นๆ อีกมากมาย 



ตั้งแต่เวลา 18.00 - 22.30 น","Special Promotion: Come 4, pay 2, discount up to 50% at Atrium Restaurant.



For dinner, Friday - Saturday, 2,500 baht (including tea, coffee, excluding water and soft drinks). Meet special dishes: baked lamb shank, baked Australian parm ribs, crayfish, king crab legs, blue crab, sea crab, salmon, New Zealand mussels. Imported oysters and much more.



From 6:00 p.m. - 10:30 p.m.",0
1NWLBbwYaDsg3u9TuELrv8xbbWQ0e2,"รับสิทธิพิเศษสำหรับลูกค้า dtac reward 



รับส่วนลด 10 บาท ทุกเมนู ได้ที่ ราบิกาจันทอุดมสาขาระยองในเมือง1 ในปั๊มซัสโก ถนนจันทอุดม จ.ระยอง







เงื่อนไขการรับสิทธิพิเศษ                                                                   



ตรวจสอบสถานะ กด *140# โทรออก (ฟรี)



กรุณาแสดงสิทธิ์ก่อนใช้บริการโดยกดรับสิทธิ์ต่อหน้าพนักงาน และ



1สิทธิ์ / 1หมายเลข / เดือน (จำกัด 30,000 สิทธิ์ / เดือน)



สงวนสิทธิ์การรับสิทธิ์จากการถ่ายภาพหน้าจอโทรศัพท์มือถือหรือการทุจริตใด



เฉพาะสาขาที่เข้าร่วมรายการ



ข้อกำหนดและเงื่อนไขเป็นไปตามที่ร้านค้ากำหนด



รายละเอียดเพิ่มเติมที่ www.dtac.co.th/dtacreward











","Receive special privileges for dtac reward customers



Get a 10 baht discount on every menu at Rabiga Chan Udom, Rayong branch in Mueang 1, in Susco gas station, Chan Udom Road, Rayong Province.







Conditions for receiving special privileges                                                               



Check status, press *140# and call (free)



Please show your rights before using the service by pressing to receive your rights in front of the staff and



1 right / 1 number / month (limited to 30,000 rights / month)



We reserve the right to receive rights from taking screenshots of mobile phones or any fraud.



Only branches participating in the program



Terms and conditions are as specified by the store.



More details at www.dtac.co.th/dtacreward











",0
